F/CAKES,FISHCAKES
PEPRCRN,Peppercorn
PEPRD,Peppered
PEPRMARINADE,Pepper Marinade
PEPRS,PEPPERS
PEPRSOUP,Pepper Soup
PEPRST.THROUGH,Pepper Roast Through
PERCORINO,Pecorino
PERF/IMPRFCT,Perfectly Imperfect
PERF/WG,Perfect White Gold
PERF/WHITE,PERFECT WHITE
PERFCTN,Perfection
PERFECTPURIFYING,Perfect Purifying
PERICHIP,Peri Chip
PERISEASONING,Peri Seasoning
PERM94,Permanent 94
PERSONALHD,Personal Hand
PERUVIANMILK,Peruvian Milk
PESTO385G,Pesto 385g
PESTOHOUMOUS,Pesto Houmous
PETI/TAILS,Petticoat Tails
PETIT FILOUS ,Petits Filous
PETIT POIS& BABY,Petits Pois & Baby
PF,Petits Filous
PF/MRTNI,Passionfruit Martini
PFMS,Petis filous magic squares
PGRNT330ML,Pomegranate 330ml
PGT,PIGMENT PRODUCTIONS
PHCLEAR,Phytoclear
PHDNUTRITIONDIET,PHD Nutrition Diet
PHILLI,PHILADELPHIA
PHN,PHONE
PHTORDY,PhotoReady
PICCINIGRAN,Piccini Gran
PICK&MIX,Pic And Mix
PIE800G,Pie 800g
PIECEJELLY,Piece Jelly
PIEMNSTR,Pieminister
PIESERVES,Pie Serves
PIG/BLNKETS,Pigs in Blankets
PIGFOOD,Pig Food
PIMIENTOSTFD,Pimiento Stuffed
PIMIENTOSTUFFED,Pimiento Stuffed
PIN/BAN/COCONUT,PINEAPPLE / BANANA / COCONUT
PINEAPPLE125G,PINEAPPLE 125G
PINEAPPLE227G,PINEAPPLE 227G
PINK&SILV,Pink & Silver
PIPERPOTATO,PIPER POTATO
PIQUILLOPEPPERS,Piquillo Peppers
PIRI&LIME,Piri & Lime
PITTA4PK,Pitta 4pk
PIZZAFINGERS,PIZZA FINGERS
PIZZAFUNGHI,PIZZA FUNGHI
PIZZAHAWAII,PIZZA HAWAII
PIZZAMOZZARELLA,PIZZA MOZZARELLA
PIZZASPECIALE,PIZZA SPECIALE
PJ,Pyjama
PK,PACK
P'KARZ,Paprykarz
PKCHEESE,Pack Cheese
PKCHICKEN,Pack Chicken
PKCHOC,Pack Chocolate
PKCORNED,Pack Corned
PKCORNISH,Pack Cornish
PKEXTRA,Pack Extra
PKIN,PUMPKIN
PKLD,PICKLED
PKLINCOLNSHIRE,PK LINCOLNSHIRE
PKMILD,Pack Mild
PKMINI,Pack Mini
PKMNCD,Pack Minced
PKPLOUGHMANS,PK PLOUGHMANS
PKROAST,Pack Roast
PKSAUSAGE,Pack Sausage
PKSNACK,Pack Snack
PKSTEAK,Pack Steak
PKSTRAWBERRY,Pack Strawberry
PKT,PACKET
PKWHITE,Pack White
PLACEMENTPKS200G,Placement packs 200g
PLAICEGOUJONS,PLAICE GOUJONS
PLAINCHOC,Plain Chocolate
PLAINCHOCOLATE,Plain Chocolate
PLAS PLASTERS,Plasters
PLATINUMSHAMPOO,Platinum Shampoo
PLCAEMATS,Placemats
PLCHD,PILCHARD
PLCK,Pollock
PLGHMNS,Ploughman’s
PLK,PAPERLINK
PLN,PLAIN
PLNT/BSD,Plant-based
PLNTA,Polenta
PLOUGHMANMEAL,Ploughman Meal
PLOUGHMANSROLL,Ploughmans Roll
PLQ/DFNCE,Plaque Defence
PLSH/ROPE,Plush/Rope
PLTR,PLATTER
PLUMS680G,Plums 680g
PLUS20EACH,Plus 20 each
PMAT,PLACEMAT
PMGRNT,Pomegranate
PMOPUSE,PERIMENOPAUSE
PMP,PUMP
PMPING,PLUMPING
PMPTOOTHPASTE,Pump Toothpaste
P'NATA,PEPPERONTA
PNCL,PENCIL
PNCTA,Pancetta
PNDR,Pounder
PNDRS,Pounders
PNK.SORBET,PINK SORBET
PNK/GFRT,pink Grapefruit
PNK/LDY,Pink Lady
PNK/SLVR,Pink/Silver
PNK/TPZ,Pink Topaz
PNM,PICK A MIX
PNT,Pants
PNTONE,Panettone
PNTS,PEANUTS
POCKET:THE,Pocket: The
POCKETBOTTLE,Pocket Bottle
POCKETTISSUES,Pocket Tissues
POINSETTIACAKE,Poinsettia Cake
POINTRED,Point Red
POINTROSE,Point Rose
POINTWHITE,Point White
POL,POLISH
POLIVE,PALMOLIVE
POLYCARB,POLYCARBONATE
POM/LYCHEE/BCRNTSPRING WTR,Pomegranate Lychee Blackcurrant Spring Water
POMEGRAN,Pomegranate
POMEGRANATE/RASP/CRANBERRY,Pomegranate/Raspberry/Cranberry
POMEGRANATEJUICE,Pomegranate Juice
POMEGRANTEPOT300,Pomegrante Pot 300
POMGRNTE/R/BERRYCORDIA,Pomegranate Raspberry Cordial
POMO,POMODORO
PONTYPANDY,Ponty Pandy
POOHAPPLE,Pooh Apple
POP3CD,Pop 3 CD
POPPADUMSMANGO,POPPADUMS MANGO
POPPADUMSWITH,POPPADUMS WITH
POPS&,Pops &
PORCELAIN7G,Porcelain 7g
PORCELN,PORCELINE
PORCINIM/ROOM,Porcini Mushroom
PORK&,Pork &
PORK&CIDER,Pork & Cider
PORK&HAM,Pork And Ham
PORK&HAM200G,Pork & Ham 200g
PORK&HAM340G,Pork & Ham 340g
PORK&LEEK,Pork & Leek
PORK595G,Pork 595g
PORKB/LESS,Pork Boneless
PORKBONELESS,Pork Boneless
PORKCASSEROLE,Pork Casserole
PORKCHIPOLATAS,Pork Chipolatas
PORKCHOPS,Pork Chops
PORKCOCKTAIL,PORK COCKTAIL
PORKESCALOPES,Pork Escalopes
PORKEXTRA,Pork Extra
PORKLRG,Pork Large
PORKLUNCHEON,PORK LUNCHEON
PORKRIBS,Pork Ribs
PORKRISOTTO,Pork Risotto
PORKSAUSAGES,Pork Sausages
PORRIDG,PORRIDGE
PORRIDGE+P/BIOTIC,Porridge Pro Biotic
PORRIDGE125G,Porridge 125g
PORRIDGE150G,Porridge 150g
PORRIDGEAPL,Porridge Apple
PORTIONS2.5KG,PORTIONS 2.5KG
PORTIONS540G,PORTIONS 540G
POT125G,Pot 125g
POTATO130G,Potato 130g
POTATOCHSE,Potato Cheese
POTATOCURRY,POTATO CURRY
POTATOES1KG,POTATOES 1KG
POTATOES300G,POTATOES 300G
POTATOES350G,POTATOES 350G
POTATOGRILL,Potato Grill
POTATOGRILL/SNACK,Potato Grill/Snack
POTATOONION,POTATO ONION
POTATOPIE,Potato Pie
POTRSTED,Pot Roasted
POUCH100G,Pouch 100g
POUCH130G,Pouch 130g
POUCH48*85G,POUCH 48 X 85g
POUCHSELN,Pouch Selection
POUCHSTRAWBERRY4X90G,POUCH STRAWBERRY 4X90G
POUNDERS227G,Pounders 227g
POUNDERS454G,POUNDERS 454G
POWDE,Powder
POWDER1KG,Powder 1kg
POWDER2.58KGSUMMER,Powder 2.58 Kg summer
POWERBALLCLASSIC,Powerball classic
POWERBALLQUANTUM,Power Ball Quantum
POWERCOLOUR,Power Colour
POWERNATURAL,Power Natural
PP,Polypropylene
PPG,Peppa Pig
PPR,PAPER ROSE
PPRCA,PAPRIKA
PPYA,Papaya
PPYSEED,Poppyseed
PR(S),PAIR(S)
PRAWNS160G,Prawns 160g
PRAWNSCHILLI,Prawns Chilli
PRCHTA,Porchetta
PRCL,Parcel
PRDG,Porridge
PRECN,Precision
PREF,Preference
PREG,Pregnancy
PREM,PREMIUM
PREM/COL,PREMIUM COLLECTION
PREMIUMYORKSHIRE,Premium Yorkshire
PREP,PREPARED
PREPTN,PREPARATION
PRES,PRESCRIPTION
PRESENT STACKED,Present Stacked
PRETZJALAPENO,Pretz Jalpeno
PRETZSOUR,Pretz Sour
PRFAIT,Parfait
PRFCTNG,PERFECTING
PRFCTR,Perfector
PRFTERL,Profiterole
PRFYNG,Purifying
PRGE,PRDG
PRIM&,Prim &
PRIMAFRESCO,PRIMA FRESCO
PRIMAVERA360G,PRIMAVERA 360G
PRIMECUTS,Prime Cuts
PRIMEFILLETS,PRIME FILLETS
PRINCES/WEST,Princes West
PRINCESSPC,Princess PC
PRINTERPASSOVER,Printer Passover
PRK,PORK
PRK&BRAMLEY,Pork & Bramley
PRK/RBEY,Pork Rib Eye
PRMT,Permanent
PRN/ENSORC,PRUNE ENSORCELLANT
PRN/ENSORCELLANT,Prune Ensorcellant
PRNCS,PRINCESS
PRO V.,PRO VITAL
PRO/EXP,Pro Expert
PRO/REL,PRO RELIEF
PROACTIV,Pro Activ
PROBIOTICM/PURPOSE,Probiotic Multi Purpose
PROBIOTICTOILET,Probiotic Toillet
PROBIOTICYOGURT,Probiotic Yogurt
PROBTC,Probiotic
PROC,PROCESSED
PROCESSEDCHEESE,Processed Cheese
PROD,PRODUCTS
PROF,PROFESSIONAL
PROGLIDESILVER,Proglide Silver
PROGUMMOUTHRINSE,Pro Gum Mouth Rinse
PROM,PROMOTION
P'RONI,PEPPERONI
PROSCIUTTOCOTTO,PROSCIUTTO COTTO
PROSCUITTOPARMESAN,PROSCIUTTO PARMESAN
PROSTYLE+ CONFETTI,Prostyle Confetti
PROT,Protect
PROTEC,PROTECTIVE
PROTECTCOND,Protect Conditioner
PROTECTIONT/PASTE,Protection Toothpaste
PROTECTR,Protector
PROTECTRJELLY,Protector Jelly
PROTECTSHAMPOO,Protect Shampoo
PROTN,PROTECTION
PRSCO,Prosecco
PRSD,Pressed
PRSRTVE/FREE,Preservative free
PRT,Part
PRTN,Protein
PRTN/BTS,Protein Bites
PRTZL,Pretzel
PSET,PLAYSET
PSO,Pork Sage and Onion
PSRTZD,PASTURISED
PSSNFRT,Passion Fruit
PSTCIO,Pistachio
PSTIVE/VBES,Positive vibe
PSTRTZD,Pasteurized
PSTRY,Pastry
PTINUM,PLATINUM
PTN,PORTION
PTNR,partner
PTNS,PORTIONS
PTS,Pants
PTTICOATS,Petticoats
PUD,PUDDING
PUDD,Pudding
PUDDING150G,Pudding 150g
PUDDING400G,PUDDING 400G
PUDS,Puddings
PUDS/PIMMS,Pudding/Pimms
PUFFCHICKEN,PUFF CHICKEN
PUFFEDRICE6X150G,Puffed Rice 6x150g
PUFFROAST,Puff Roast
PULSES&BEANS225G,PULSES & BEANS 225G
PUMPKIN&PINE,Pumpkin & Pine
"PUMPKIN,SQUASH","PUMPKIN, SQUASH"
PUMPKIN+PEAS120G,Pumpkin Peas 120g
PUMPT/PASTE,Pump Toothpaste
PUN,PUNNET
PUNNETPOTATOES,PUNNET POTATOES
PUPPYBEEF,Puppy Beef
PUPPYPOWER,Puppy Power
PURE&NAT,Pure & Natural
PUREEPOUCHES,Puree Pouches
PUREORGANIC,PURE ORGANIC
PURESSE3VOLUTION,Puresse 3volution
PURP,PURPLE
PURPL,Purple
PWDR,POWDER
PWDRGROUND,Powder Ground
PWER,Power
PWIST,PAPERWIST
PWN,PRAWN
PWNS,PRAWNS
PWR,Power
PYO,Paint Your Own
PYR,PYRAMID
PYT,Polytint
PZA,PIZZA
Q. OATS,Quaker Oats
Q/A,QUARTZ ANALOGUE
QNOA,Quinoa
QS,QUALITY STREET
QTH,Quitting Hollywood
QTM,Quantum
QUARTERPOUNDERS,QUARTER POUNDERS
QUICHE/LOR,QUICHE LORRAINE
QUICHE/LORR,Quiche Lorraine
QUICHE340G,Quiche 340G
R&E/DSIGNS,Real & Exciting Designs
R&G,ROAST & GROUND
R.COL,Restaurant Collection
R/AWAKENING,Root Awakening
R/BARB,RHUBARB
R/BARB&,Rhubarb &
R/BERRIES,Raspberries
R/BERRY,RASPBERRY
R/BERRY&,Raspberry &
R/BERRY&APL,Raspberry & Apple
R/BERRY&C/BERRY,Raspberry & Cranberry
R/BERRY&YOGHURT,Raspberry & Yogurt
"R/BERRY,","Raspberry,"
"R/BERRY,S/BERRY","Raspberry ,Strawberry"
R/BERRY/P/GRAN,Rasberry/ Pomogranate
R/BERRY500ML,Raspberry 500ml
R/BERRYCEREAL,Raspberry Cereal
R/BERRYCRUSH,Raspberry Crush
R/BERRYJAM,Raspberry Jam
R/BERRYJCE,Raspberry juice
R/BERRYJELLY,Raspberry Jelly
R/BERRYSPRK,Raspberry Sparkling
R/BERRYYOGURT,Raspberry Yogurt
R/BERY,Raspberry
R/BOW,RAINBOW
R/BRB,Rhubarb
R/BRY,Raspberry
R/CAL,REDUCED CALORIE
R/CHARG,Rechargeable
R/CHARGE,RECHARGEABLE
R/CHARGEBATTERIES,Rechargeable Batteries
R/CHARGETOOTHBRUSH,Rechargeable toothbrush
R/CHERRY,RED CHERRY
R/COL,Restaurant Collection
R/CRNT,REDCURRANT
R/CRNT&,Redcurrant &
R/CRNTJAM,Redcurrant Jam
R/CRNTJELLY,Redcurrant Jelly
R/DIFFUSER,REED DIFFUSER
R/DUC,reducing
R/F,Refill
R/FAT,REDUCED FAT
R/FCLEAN,Refill Clean
R/FOREST,RAINFOREST
R/FSPICED,Refill Spiced
R/G,Right Guard
R/GLEN,ROWAN GLEN
R/GUARD,RIGHTGUARD
R/HIP,Rose Hip
R/JEL,ROYAL JELLY
R/KRPS,Rice Krispies
R/L,RINDLESS
R/LCSTER,Red Leicester
R/LENT,RED LENTILS
R/LGHT,Really Light
R/LIGHT,Really Light
R/LNT,Red lentil 
R/MARY,ROSEMARY
R/NAKED,RUSH NAKED
R/ON,RED ONION
R/PEELD,Raw & Peeled
R/PEPR,Red Pepper
R/REBEL,Raspberry Rebel
R/ROLLED,READY ROLLED
R/S,REDUCED SUGAR
R/SALMON,Red Salmon
R/SALT,REDUCED SALT
R/SALTED,READY SALTED
R/SBRY,Raspberry
R/SEED,Rapeseed
R/SIDE PLTRY/FRM,Riverside Poultry Farm
R/SQ,Rice Squares
R/T/E,Ready To Eat
R/T/S,READY TO SERVE
R/TERRA,RICH TERRACOTTA
R/TOUILLE,RATATOUILLE
R/TREES,ROWNTREE'S
R/TRUCK,RESCUE TRUCK
R/USBL,REUSABLE
R/VEGS,ROOT VEGETABLES
RAB,Rabbit
RABBIT2,Rabbit 2
RABBIT30CM,Rabbit 30cm
RACERSPS3,Racers PS3
RACERSPSP,Racers PSP
RAD,RADIEUX
RADCE,RADIANCE
RADX/MT,Radox Mineral Therapy
RAISINFUDGE,Raisin Fudge
RAISINSNACKPK25G,Raisin snack pk 25g
RANGECHICKEN,Range Chicken
RANGEEGG,Range Egg
RANGEEGGS,RANGE EGGS
RANGEMIXED,Range Mixed
RANGEQ/COOK,RANGE Q / COOK
RANGESMOKED,RANGE SMOKED
RANGETURKEY,RANGE TURKEY
RANGETURKEYS,RANGE TURKEYS
RASB/BERRY,Raspberry
RASBERRYYZINC,RASPBERRY ZINC
RASHERMEDALLIONS,RASHER MEDALLIONS
RASP/B/CRNT,Raspberry/Blackcurrant
RASPBERR4X125G,Raspberry 4X125g
RASPBERRY&APL,Raspberry & Apple
RASPBERRY&LEMON,Raspberry & Lemon
RASPBERRY&WHITE,Raspberry & White
RASPBERRYBTH,Raspberry Bath
RASPBERRYFLAPJACK,RASPBERRY FLAPJACK
RASPBERRYICE,RASPBERRY ICE
RASPBERRYMUFFINS,RASPBERRY MUFFINS
RASPBERRYYOGURT,Raspberry Yogurt
RASPBRY,Raspberry
RASPBRYCRUSH,Raspberry Crush
RAV,Ravioli
RAV.,Ravioli
RAWMADAGASCAN,RAW MADAGASCAN
RBC,Redback Cards
RBERY/RPLE,Raspberry Ripple
RBEYE/STK,Ribeye Steak
RBOW/HGH,RAINBOW HIGH
RBT,RABBIT
RBT/CKN,Rabbit Chicken
RBT/CKN/VEG,Rabbit Chicken Vegetables
RBY/JSMNE,Ruby Jasmine
RCE,RICE
RCE2,Rice 2
RCH,RICH
RCON/MSK,Reconstruct Mask
RCYLD,Recycled
RD,ROAD
RD/GRN,Red/Green
RDY,READY
RDY/JSMME,RUDY JASMINE
READYSTEADY,Ready Steady
READYSTEADYCOOK,Ready Steady Cook
REALFRT,Real Fruit
REAREDVALUE,REARED VALUE
RECOVERYCOND,Recovery Conditioner
RECOVERYSHAMPOO,Recovery Shampoo
RECP,RECIPE
RECT,RECTANGULAR
RECYC,RECYCLING
RECYLS,RECYCLINGS
RED&WHITE,Red & White
RED/FSS,"REDUCED FAT, SALT, SUGAR"
RED/S&S,reduced sugar and salt
RED+COUNTRY,Red + Country
REDGRAPEJCE200ML,Red grape juice 200ml
REDLENTAL,Red Lental
REDSLMN,Red Salmon
REDUC,Reduce
REDUCEDFAT,Reduced Fat
REDUCER500,Reducer 500
REDUCINGBL/BERRY,Reducing blackberry
REDUCTIO,Reduction
REF,REFILL
REFBL,Refillable
REFILCOMFORT.,Refill comfort
REFILGREEN,Refill Green
REFILLAVENDER,Refill lavender
REFILLEXTVITE150,Refill Extra Vite 150
REFILLFRESH,Refill fresh
REFILLFRESSIA,Refill Fressia
REFILLHEAVENLY,Refill heavenly
REFILLMEAD.FRESH,Refill Mead Fresh
REFILLPAD,Refill Pad
REFILLROSE/COOL,Refill Rose Cool
REFILLWINTERS,Refill Winters
REFILLZEST,Refill Zest
REFILMAG&CHERRY,Refill Magnolia & Cherry
REFILMORN,Refill Morning
REFILMORNING,Refill Morning
REFILSEASONAL,Refil Seasonal
REFILSPRING,Refil spring
REFLECTIVESAFETY,Reflective Safety
REFLL,Refill
REFLLMULLED,Refill Mulled
REFLLVAN,Refill vanilla
REFRESHBODY,Refresh Body
REFRESHER160G,REFRESHER 160G
REFRESHERPET,Refresher pet
REFRESHINGHAND,Refreshing Hand
REFRESHINGLYPURE,Refreshingly Pure
REFRESHWATERLESS,Refresh Waterless
REG,REGULAR
REGEN,REGENERATING
REGFACIAL,Regular facial
REGGAEREGGAE,Reggae Reggae
REGGIANOPARMIGIANO,REGGIANO PARMIGIANO
REGULARGRATED,REGULAR GRATED
REGULARNATURAL,REGULAR NATURAL
REM,REMOVER
REMOVEREX,Remover Extra
REMVR,Remover
RENFING,REINFORCING
REPBL,REPLACEABLE
REPL,REPLACEMENT
REPLEN,REPLENISHING
RES,RESERVE
RESTOREBATH,Restore Bath
RESTOREBODY,Restore Body
RESURRECTIONDVD,Resurrection DVD
REVIT,REVITALISING
REVLFT,Revitalift
REVLONPHOTOREADY,Revlon photo ready
RFA,Rainforest alliance
RFRSHNLY,Refreshingly
RGE,ROUGE
RH/GNGR,Rhubarb & Ginger
RHDRON,Rhododendron
RHUBAR500ML,Rhubarb 500ml
RHUBARB&VANILLA,Rubharb & Vanilla
RIBRACK,Rib Rack
RIBS500G,Ribs 500g
RIBSPORK,Ribs Pork
RIBSTK,Ribsteak
RICE300G,Rice 300g
RICE450G,Rice 450g
RICEAND,Rice And
RICEAPPLE,Rice Apple
RICESPRING,Rice Springs
RICOTTASAUSAGES,RICOTTA SAUSAGES
RIMAQUA,Rim Aqua
RIMCITRUS,Rim Citrus
RIMREFILL,Rim refill
RINGS&,Rings &
RINGSWITH,Rings With
RIPETOM,Ripened Tomato
RIPND,Ripened
RIPPERSSTRAIGHT,RIPPERS STRAIGHT
RIPPLEBLOCK,RIPPLE BLOCK
RIPPLEICE,Ripple Ice
RIPPLEMOUSSE,RIPPLE MOUSSE
RIS,RISERVA
RISO,RISOTTO
RISOTTO400G,RISOTTO 400G
RISOTTOSAUCE,Risotto Sauce
RIST,Ristorante
RKRDLIG,Rekorderlig
RLDE,ROULADE
RMCE,ROMANCE
RMNIAN,Romanian
RMP/STK,Rump Steak
RMTE,REMOTE
RMVR5,Remover 5
RNING/BULLS,Running with Bulls
ROASTBEEF,Roast Beef
ROASTCOFFEE,Roast Coffee
ROASTDUCK,Roast Duck
ROASTERS1.5KG,ROASTERS 1.5KG
ROASTNG,Roasting
ROASTPORK,Roast Pork
ROGANJOSH,Rogan Josh
ROLL3R,Roll 3 rolls
ROLL600G,Roll 600g
ROLL9R,Roll 9 rolls
ROLLERX3,Roller X3
ROOIBOS40S,Rooibos 40s
ROOIBOS80S,Rooibos 80's
ROOTAWAKENING,Root Awakening
ROOTSCKN,Roots Chicken
ROSELEMONADE,Rose lemonade
ROSESPARKLING,Rose Sparkling
ROSS I/E,ROSS INDIAN EXPRESS
ROSS O/E,ROSS ORIENTAL EXPRESS
ROSS O/E(AMENDED),Ross Oriental Express
ROSSO/E(AMENDED),Ross Oriental Express
ROTIS,ROTISSERIE
ROTW,RICES OF THE WORLD
ROUNDABOUTCAKE,ROUNDABOUT CAKE
ROUNDBOWL,Round Bowl
ROUNDPLATE,Round Plate
ROYALCOMPANY,Royal Company
RP/PRO,Repair & Protect
RPAIRNG,Repairing
RPESD,Rapeseed
RPG,Recycled Paper Group
RPSD,Rapeseed
RSBRY/POMGRNTE,Raspberry/Pomegranate
RSE,ROSE
RSIE MDE/THNG,Rosie Made a Thing
RSN,RAISIN
RSN&,Raisin &
RSNS,raisins
RSPBRY,Raspberry
RST,ROAST
RST/GRND,ROAST GROUND
RSTD,ROASTED
RSTD&SALTED,Roasted & Salted
RSTD/SALT,Roasted And Salted
RSTD/SALTED,Roasted Salted
RSTDSLT,Roasted Salted
RSTNG,Roasting
RSTRNG,Restoring
RSTTOM&PARM,Roasted Tomato & Parmesan
RT/TCHUP,Root Touch Up
RTB,Ready to bake
RTC,READY TO COOK
RTD,READY TO DRINK
RTE,READY TO EAT
RTE (AMENDED),Ready to eat
RTE(AMENDED),Ready to eat
RTF,READY TO FEED
RTR,READY TO ROAST
RTU,Ready to Use
RTW,READY TO WEAR
RUBBERGLOVES,Rubber gloves
RUBS/RUBBLE,Rubies in the Rubble
RUM&RAISIN,Rum & Raisin
RUMPJOINTS,Rump Joints
RUMPMEDALLION,Rump Medallion
RUNNINGDVD,Running DVD
RUSS/FLAME,RUSSETT FLAME
RWI,Read Write Inc.
RWRAP,ROLLWRAP
RYO,Roll Your Own
RZR,RAZOR
S & S,Sweet And Sour
S A,South Africa
S MINT,Spearmint
S&ON,Sage & Onion
S&SHVE,Shower & Shave
S&WICH,Sandwich
S. INDIAN,South Indian
S.MALT,Special Malt
S/ FILLER,Sandwitch Filler
S/AHEAD,Stright Ahead
S/ARTCULTD,Super Articulated
S/BAG,Sharing Bag
S/BAKE,STONEBAKE
S/BALL,STRESS BALL
S/BAR,SHARING BAR
S/BEIGE,SAND BEIGE
S/BERRIES,Strawberries
S/BERRS,STRAWBERRIES
S/BERRY,STRAWBERRY
S/BERRY&,Strawberry &
S/BERRY&BL/BERRY,Strawberry & Blackberry
S/BERRY&C/PAGNE,Strawberry & Champagne
S/BERRY&CREAM,Strawberry & Cream
S/BERRY&ORIGINAL,Strawberry & Original
S/BERRY&POM,Strawberry Pomegranate
S/BERRY&R/BERRY,Strawberry & Raspberry
S/BERRY&VANNI,Strawberry & Vanilla
"S/BERRY,","Strawberry,"
S/BERRY/APPLE,Strawberry Apple
S/BERRY/SUPER BATH,Strawberry Super Bath
S/BERRY6PK,Strawberry 6 Pack
S/BERRYAND,Strawberry and
S/BERRYC/CAKE,Strawberry CheeseCake
S/BERRYCUSTARD,Strawberry Custard
S/BERRYHUICE,Strawberry Juice
S/BERRYJAM,Strawberry Jam
S/BERRYJELLY,Strawberry Jelly
S/BERRYPORIDGE,Strawberry Porridge
S/BERRYPRESERVE,Strawberry Preserve
S/BERRYSKINMOIST,Strawberry Skin moist
S/BERRYYOGURT,Strawberry Yogurt
S/BERT,Sherbet
S/BITES,Sunbites
S/BKD,Stonebaked
S/BLONDE,Sheer Blonde
S/BLOSSOM,SPRING BLOSSOM
S/BONELESS,Skinless Boneless
S/BRD,Sharing bread
S/BREAD,SHORTBREAD
S/BREADBITES180G,S/Bread bites 180g
S/BREADFINGERS,Shortbread  Fingers
S/BRIAR,SWEET BRIAR
S/BRRYDRINK,Strawberry Drink
S/BRY,Strawberry
S/BS/BERRY,Strawberry
S/BTTR,SHEA BUTTER
S/BUY,SPECIAL BUY
S/CAKE,SHORTCAKES
S/CH,SPECIAL CHOICE
S/CINN,SIMPLY CINNAMON
S/CITRS,Spiced Citrus
S/CLEANSER,Surface Cleanser
S/COCK,SPATCHCOCK
S/COLLCTN,Studio Collection
S/CONTROL,SHINE CONTROL
S/COOK,SUPER COOK
S/CORN,SWEETCORN
S/CORN&,Sweetcorn &
S/CORN&PEAS100G,Sweetcorn & Peas 100g
S/CORNGRANULES,Swweetcorn Granules
S/CORNNOODLE,Sweetcorn Noodle
S/CORNSANDWICH,SWEETCORN SANDWICH
S/CORNSOUP,Sweetcorn Soup
S/CREAM,Sour Cream
S/CRM,Sour Cream
S/CRMEL,Salted Caramel
S/CRUST,SHORTCRUST
S/CUT,Straightcut
S/DELIGHTS,SUCCULENT DELIGHTS
S/DOUGH,Sourdough
S/DRD,SUN DRIED
S/DRIED,Semi-Dried
S/DRIVER,SCREWDRIVER
S/DRY,Simply Dry
S/DYNE,Sensodyne
S/ED,Special Edition
S/FAYRE,SUGER FAYRE
S/FCE,Surface
S/FILLER,SANDWICH FILLER
S/FING,STUFFING
S/FIRE CH,Sweetfire Chilli
S/FIT,Superfit
S/FLOWER,Sunflower
S/FLOWER800G,S / FLOWER 800G
S/FLOWERSET,Sunflower Set
S/FLWOIL,Sunflower Oil
S/FLWR,SUNFLOWER
S/FNG,Stuffing
S/FOOD,SEAFOOD
S/FREE,SUGAR FREE
S/FRESH,Stay fresh
S/FRIED,SOUTHERN FRIED
S/FRIEDCHICKEN,Southern Fried Chicken
S/FRUIT,Summer Fruit
S/FRUITS,SUMMERFRUITS
S/FRY,Stir Fry
S/G,SHOWER GEL
S/GLASSES,SUNGLASSES
S/GRAIN,SOFT GRAIN
S/HANSEN,Sally Hansen
S/HOLD,SUPERIOR HOLD
S/HT,Sour Hot
S/JACK,SKIPJACK
S/JACKSON,SPEAR & JACKSON
S/KOPF,Schwarzkopf
S/KRAUT,SAUERKRAUT
S/L,SKINLESS
S/LAVENDER,SEA LAVENDER
S/LAW,SON IN LAW
S/LESS,Skinless
S/LHADDOCK,Skinless Haddock
S/LINE,SLIMLINE
S/LINEINDIAN,Slimeline Indian
S/LINETONIC,Slimline Tonic
S/LNKAN,Sri Lankan
S/M,SAN MARCO
S/MARINE,SUBMARINE
S/MINT,Spearmint
S/MIX,Seasoning Mix
S/NAILS,STRONGER NAILS
S/NIGHT,SILENT NIGHT
S/O,SPECIAL OFFER
S/OFFER,Special Offer
S/OIL,Sunflower Oil
S/ONION,SPRING ONION
S/PINK,SHOCKING PINK
S/PLES,SIMPLE PLEASURES
S/POO,SHAMPOO
S/POO&,Shampoo &
S/POO&COND,Shampoo & Conditioner
S/POO2X25ML,Shampoo 2x25ml
S/POO400ML,Shampoo 400ml
S/POO50ML-ORIG,Shampoo 50ml Original
S/POWDER,Styling Powder
S/PRMT,Semi-Permanent
S/PRONTO,Sacla pronto
S/PURCHASE,SPECIAL PURCHASE
S/R,SELF RAISING
S/RED,SHAMEFUL RED
S/REMDY,SPLIT REMEDY
S/RIPND,Sun-ripened
S/ROLL,SWISS ROLL
S/RST,Shoulder Roast
S/S,SELF SERVICE
S/SAHRN,Sub-Saharan
S/SCOOP,SOFT SCOOP
S/SHAKE,SEASON & SHAKE
S/SHINE,SUPERSHINE
S/SHINY,SUNSHINY
S/SHNE,Sunshine
S/SIDE,Silver Side
S/SIZE,SNACK SIZE
S/SKIMMED,SEMI SKIMMED
S/SKINS,SILVERSKINS
S/SKMMEDMILK,Semi Skimmed Milk
S/SLT,Sea Salt
S/SOLOMAN,STACEY SOLOMAN
S/SOLOMON,Stacey Solomon
S/SOUR,Sweet Sour
S/SP,SILVER SPOON
S/SPRAY,Setting Spray
S/SPRTZ,Sculpting Spritz
S/STEAKS,SIRLOIN STEAKS
S/STEAM,SEASON & STEAM
S/STEEL,STAINLESS STEEL
S/STFF,Stand ‘n’ Stuff
S/STYLE,SOUTHERN STYLE
S/TAN,Self-Tanning
S/THNER,STRENGTHENER
S/TRACK,Soundtrack
S/TWLS,Sanitary Towels
S/UDDER,Shaken Udder
S/V,SUN VALLEY
S/W,Sandwich
S/WATER,Spring Water
S/WICH,SANDWICH
